1625747529471- 结果：0.768144(D).jpg-0.79.jpg
1625758998376- 结果：0.052488(T).jpg-0.02.jpg
1625759038690- 结果：0.276199(D).jpg-0.97.jpg
1625759039468- 结果：0.462015(D).jpg-0.77.jpg
1625759039521- 结果：0.432657(T).jpg-0.7.jpg
1625753806022- 结果：0.353285(T).jpg-0.0.jpg
1625753806078- 结果：0.289852(T).jpg-0.01.jpg
1625753806132- 结果：0.289852(T).jpg-0.0.jpg
1625753807016- 结果：0.320346(D).jpg-0.0.jpg
1625753807075- 结果：0.325282(T).jpg-0.01.jpg
1625753807131- 结果：0.325282(T).jpg-0.0.jpg
1625753807185- 结果：0.349436(T).jpg-0.0.jpg
1625753807239- 结果：0.329593(T).jpg-0.0.jpg
1625753808146- 结果：0.248838(D).jpg-0.01.jpg
1625753808212- 结果：0.286396(T).jpg-0.0.jpg
1625753808268- 结果：0.286396(T).jpg-0.0.jpg
1625753808322- 结果：0.23959(T).jpg-0.0.jpg
1625753808377- 结果：0.346661(T).jpg-0.01.jpg
1625753809292- 结果：0.336205(D).jpg-0.0.jpg
1625753809350- 结果：0.338366(T).jpg-0.0.jpg
1625753809403- 结果：0.339864(T).jpg-0.01.jpg
1625753809457- 结果：0.339864(T).jpg-0.0.jpg
1625753809510- 结果：0.356593(T).jpg-0.07.jpg
1625753818564- 结果：0.175165(D).jpg-0.9.jpg
1625755110818- 结果：0.095799(T).jpg-0.01.jpg
1625755110872- 结果：0.095799(T).jpg-0.0.jpg
1625755110926- 结果：0.136331(T).jpg-0.0.jpg
1625755110980- 结果：0.124809(T).jpg-0.0.jpg
1625755112674- 结果：0.079186(D).jpg-0.07.jpg
1625755121775- 结果：0.558798(T).jpg-0.8.jpg
1625755121830- 结果：0.525381(D).jpg-0.74.jpg
1625755121881- 结果：0.82436(T).jpg-0.99.jpg
1625755121936- 结果：0.82436(T).jpg-0.99.jpg
1625755121990- 结果：0.905281(T).jpg-0.99.jpg
1625755122042- 结果：0.98136(T).jpg-0.99.jpg
1625755139017- 结果：0.007385(D).jpg-0.01.jpg
1625755139073- 结果：0.001201(T).jpg-0.01.jpg
1625755139124- 结果：0.00122(T).jpg-0.02.jpg
1625755139176- 结果：0.001055(T).jpg-0.02.jpg
1625755139227- 结果：6.460000000E-4(T).jpg-0.02.jpg
1625755156227- 结果：0.78672(D).jpg-0.47.jpg
1625755156461- 结果：0.440146(D).jpg-0.37.jpg
1625755156515- 结果：0.337696(T).jpg-0.49.jpg
1625755156568- 结果：0.354834(T).jpg-0.49.jpg
1625755156619- 结果：0.287041(T).jpg-0.4.jpg
1625755156672- 结果：0.051552(T).jpg-0.37.jpg
1625756003577- 结果：0.293944(T).jpg-0.0.jpg
1625756003632- 结果：0.293944(T).jpg-0.0.jpg
1625756019516- 结果：0.844265(D).jpg-0.7.jpg
1625756019569- 结果：0.684162(T).jpg-0.63.jpg
1625756019622- 结果：0.684162(T).jpg-0.51.jpg
1625756019673- 结果：0.692139(T).jpg-0.51.jpg
1625756019724- 结果：0.65419(T).jpg-0.51.jpg
1625756037635- 结果：0.918788(D).jpg-1.0.jpg
1625756037689- 结果：0.955083(T).jpg-1.0.jpg
1625756037742- 结果：0.922997(T).jpg-1.0.jpg
1625756037794- 结果：0.894313(T).jpg-1.0.jpg
1625756037847- 结果：0.883958(T).jpg-1.0.jpg
1625756055522- 结果：0.168937(D).jpg-0.47.jpg
1625756055582- 结果：0.41391(T).jpg-0.16.jpg
1625756055635- 结果：0.465362(T).jpg-0.1.jpg
1625756095181- 结果：0.723674(T).jpg-0.51.jpg
1625756095234- 结果：0.729826(T).jpg-0.51.jpg
1625756095287- 结果：0.695584(T).jpg-0.52.jpg
1625756096173- 结果：0.653631(D).jpg-0.62.jpg
1625756096228- 结果：0.698906(T).jpg-0.53.jpg
1625756096282- 结果：0.719177(T).jpg-0.49.jpg
1625756096336- 结果：0.719177(T).jpg-0.52.jpg
1625756096390- 结果：0.721648(T).jpg-0.63.jpg
1625756097223- 结果：0.665521(D).jpg-0.55.jpg
1625756097282- 结果：0.664606(T).jpg-0.53.jpg
1625756097336- 结果：0.664606(T).jpg-0.58.jpg
1625756097392- 结果：0.555649(T).jpg-0.54.jpg
1625756097445- 结果：0.706186(T).jpg-0.64.jpg
1625756098304- 结果：0.649068(D).jpg-0.58.jpg
1625756098366- 结果：0.728121(T).jpg-0.52.jpg
1625756098419- 结果：0.634055(T).jpg-0.55.jpg
1625756098473- 结果：0.634055(T).jpg-0.72.jpg
1625756098527- 结果：0.640711(T).jpg-0.49.jpg
1625756108622- 结果：0.333998(D).jpg-0.18.jpg
1625755793585- 结果：0.059128(T).jpg-0.0.jpg
1625755798038- 结果：0.071093(T).jpg-0.0.jpg
1625755866008- 结果：0.975548(T).jpg-0.94.jpg
1625755914882- 结果：0.391414(T).jpg-0.58.jpg
1625755919860- 结果：0.276744(T).jpg-0.52.jpg
1625755966537- 结果：6.810000000E-4(T).jpg-0.01.jpg
1625756003520- 结果：0.302521(D).jpg-0.01.jpg
1625756055688- 结果：0.465362(T).jpg-0.21.jpg
1625756095129- 结果：0.709661(T).jpg-0.57.jpg
1625756108674- 结果：0.061268(T).jpg-0.26.jpg
1625756148450- 结果：0.927306(T).jpg-0.01.jpg
1625756162627- 结果：0.997067(T).jpg-0.98.jpg
1625756167378- 结果：0.989006(T).jpg-0.97.jpg
1625756197145- 结果：0.362481(D).jpg-0.25.jpg
1625756251643- 结果：0.428087(T).jpg-0.82.jpg
1625756377171- 结果：0.077579(D).jpg-0.2.jpg
1625756485544- 结果：0.045143(D).jpg-0.17.jpg
1625756559367- 结果：0.99803(T).jpg-1.0.jpg
1625757129947- 结果：0.024268(T).jpg-0.0.jpg
1625757130003- 结果：6.230000000E-4(T).jpg-0.0.jpg
1625757130282- 结果：6.230000000E-4(D).jpg-0.0.jpg
1625757130343- 结果：0.004947(T).jpg-0.0.jpg
1625757130397- 结果：0.004947(T).jpg-0.0.jpg
1625757130452- 结果：0.001458(T).jpg-0.0.jpg
1625757130507- 结果：0.001651(T).jpg-0.0.jpg
1625757148215- 结果：0.914733(D).jpg-0.67.jpg
1625757148274- 结果：0.927168(T).jpg-0.67.jpg
1625757148328- 结果：0.967929(T).jpg-0.85.jpg
1625757148381- 结果：0.967929(T).jpg-0.8.jpg
1625757148434- 结果：0.974856(T).jpg-0.77.jpg
1625757166965- 结果：0.988923(D).jpg-0.51.jpg
1625757167024- 结果：0.995099(T).jpg-0.47.jpg
1625757167076- 结果：0.986765(T).jpg-0.47.jpg
1625757167129- 结果：0.983751(T).jpg-0.64.jpg
1625757167182- 结果：0.988086(T).jpg-0.72.jpg
1625757185999- 结果：0.809395(D).jpg-0.1.jpg
1625757186060- 结果：0.633209(T).jpg-0.09.jpg
1625757552165- 结果：0.993505(T).jpg-0.99.jpg
1625757552220- 结果：0.993707(T).jpg-0.99.jpg
1625757552568- 结果：0.99739(D).jpg-0.99.jpg
1625757552627- 结果：0.995224(T).jpg-0.99.jpg
1625757552681- 结果：0.99432(T).jpg-0.98.jpg
1625757552738- 结果：0.988812(T).jpg-0.98.jpg
1625757552793- 结果：0.993672(T).jpg-0.98.jpg
1625757553488- 结果：0.994613(D).jpg-0.99.jpg
1625757553544- 结果：0.992378(T).jpg-0.05.jpg
1625757564871- 结果：0.027073(D).jpg-0.03.jpg
1625757564929- 结果：0.007984(T).jpg-0.02.jpg
1625757564981- 结果：0.006256(T).jpg-0.02.jpg
1625757565034- 结果：0.006256(T).jpg-0.02.jpg
1625757565087- 结果：0.006321(T).jpg-0.02.jpg
1625759225972- 结果：0.998(T).jpg-1.0.jpg
1625759226026- 结果：0.998487(T).jpg-1.0.jpg
1625759226081- 结果：0.998127(T).jpg-1.0.jpg
1625759226957- 结果：0.998119(D).jpg-1.0.jpg
1625759227017- 结果：0.99899(T).jpg-1.0.jpg
1625759227073- 结果：0.997537(T).jpg-1.0.jpg
1625759227128- 结果：0.997537(T).jpg-1.0.jpg
1625759227184- 结果：0.998833(T).jpg-0.99.jpg
1625759227616- 结果：0.997849(D).jpg-0.99.jpg
1625759227672- 结果：0.997277(T).jpg-1.0.jpg
1625759227727- 结果：0.997838(T).jpg-1.0.jpg
1625759227782- 结果：0.998427(T).jpg-1.0.jpg
1625759227837- 结果：0.998571(T).jpg-0.99.jpg
1625759228691- 结果：0.998813(D).jpg-1.0.jpg
1625752955654- 结果：0.817077(T).jpg-0.04.jpg
1625752955709- 结果：0.763529(T).jpg-0.01.jpg
1625752955761- 结果：0.900377(T).jpg-0.02.jpg
1625752955819- 结果：0.900377(T).jpg-0.05.jpg
1625752986297- 结果：0.40832(D).jpg-0.32.jpg
1625752986352- 结果：0.226434(T).jpg-0.52.jpg
1625752986406- 结果：0.226434(T).jpg-0.55.jpg
1625752986459- 结果：0.196553(T).jpg-0.55.jpg
1625752986513- 结果：0.237355(T).jpg-0.55.jpg
1625752999616- 结果：0.975355(D).jpg-0.9.jpg
1625752999671- 结果：0.973354(T).jpg-0.99.jpg
1625752999725- 结果：0.983055(T).jpg-0.98.jpg
1625752999778- 结果：0.951791(T).jpg-0.96.jpg
1625752999833- 结果：0.959892(T).jpg-0.96.jpg
1625753177275- 结果：0.600283(T).jpg-0.55.jpg
1625753177329- 结果：0.39226(T).jpg-0.9.jpg
1625753191704- 结果：0.759537(D).jpg-0.11.jpg
1625753191762- 结果：0.451682(T).jpg-0.06.jpg
1625753191813- 结果：0.714108(T).jpg-0.55.jpg
1625753191868- 结果：0.714108(T).jpg-0.49.jpg
1625753191920- 结果：0.650384(T).jpg-0.38.jpg
1625753206953- 结果：0.019948(D).jpg-0.0.jpg
1625753207010- 结果：0.006562(T).jpg-0.0.jpg
1625753207063- 结果：0.006562(T).jpg-0.0.jpg
1625753207116- 结果：0.007561(T).jpg-0.0.jpg
1625753207169- 结果：0.007622(T).jpg-0.0.jpg
1625753221685- 结果：0.756557(D).jpg-0.78.jpg
1625753221748- 结果：0.857751(T).jpg-0.76.jpg
1625753221799- 结果：0.848589(T).jpg-0.81.jpg
1625753221850- 结果：0.848589(T).jpg-0.78.jpg
1625753221900- 结果：0.822296(T).jpg-0.78.jpg
1625753236405- 结果：0.296176(D).jpg-0.11.jpg
1625753236463- 结果：0.30423(T).jpg-0.15.jpg
1625754543667- 结果：0.460208(T).jpg-0.67.jpg
1625754545318- 结果：0.479265(D).jpg-0.68.jpg
1625754545376- 结果：0.515961(T).jpg-0.68.jpg
1625754545430- 结果：0.486565(T).jpg-0.64.jpg
1625754545483- 结果：0.430345(T).jpg-0.68.jpg
1625754545536- 结果：0.430345(T).jpg-0.7.jpg
1625754555093- 结果：0.981812(D).jpg-0.66.jpg
1625754555145- 结果：0.624765(T).jpg-0.73.jpg
1625754555196- 结果：0.624765(T).jpg-0.85.jpg
1625754555248- 结果：0.832815(T).jpg-0.85.jpg
1625754555299- 结果：0.793241(T).jpg-0.92.jpg
1625754572236- 结果：0.161336(D).jpg-0.39.jpg
1625754572295- 结果：0.110775(T).jpg-0.45.jpg
1625754572348- 结果：0.036921(T).jpg-0.26.jpg
1625754572403- 结果：0.036921(T).jpg-0.28.jpg
1625754572456- 结果：0.058332(T).jpg-0.34.jpg
1625754621805- 结果：0.353941(D).jpg-0.31.jpg
1625758520930- 结果：0.990506(D).jpg-0.99.jpg
1625758520991- 结果：0.958383(T).jpg-0.99.jpg
1625758521048- 结果：0.958383(T).jpg-0.99.jpg
1625758521105- 结果：0.97915(T).jpg-0.99.jpg
1625758521160- 结果：0.983643(T).jpg-0.99.jpg
1625758521448- 结果：0.985748(D).jpg-0.99.jpg
1625758521511- 结果：0.976664(T).jpg-0.99.jpg
1625758521566- 结果：0.987767(T).jpg-1.0.jpg
1625758521623- 结果：0.99134(T).jpg-1.0.jpg
1625758521677- 结果：0.98899(T).jpg-1.0.jpg
1625758536900- 结果：0.2995(D).jpg-0.06.jpg
1625758536959- 结果：0.220999(T).jpg-0.07.jpg
1625758537013- 结果：0.261045(T).jpg-0.07.jpg
1625758537068- 结果：0.117835(T).jpg-0.07.jpg
1625758537122- 结果：0.088139(T).jpg-0.06.jpg
1625758555988- 结果：0.662795(D).jpg-0.73.jpg
1625758556100- 结果：0.770815(T).jpg-0.04.jpg
1625758556166- 结果：0.663974(T).jpg-0.04.jpg
1625758556224- 结果：0.663974(T).jpg-0.06.jpg
1625758556299- 结果：0.821651(T).jpg-0.02.jpg
1625755068966- 结果：0.468117(D).jpg-0.32.jpg
1625755069023- 结果：0.306772(T).jpg-0.16.jpg
1625755069075- 结果：0.578037(T).jpg-0.02.jpg
1625755069133- 结果：0.569415(T).jpg-0.01.jpg
1625755069185- 结果：0.589647(T).jpg-0.01.jpg
1625755074076- 结果：0.220922(D).jpg-0.03.jpg
1625755074138- 结果：0.174906(T).jpg-0.02.jpg
1625755074361- 结果：0.174906(D).jpg-0.02.jpg
1625755074417- 结果：0.170417(T).jpg-0.02.jpg
1625755074471- 结果：0.172708(T).jpg-0.01.jpg
1625755074533- 结果：0.178767(T).jpg-0.01.jpg
1625755074587- 结果：0.200716(T).jpg-0.01.jpg
1625755077535- 结果：0.176471(D).jpg-0.05.jpg
1625755088594- 结果：0.462545(D).jpg-0.04.jpg
1625755088658- 结果：0.013904(T).jpg-0.04.jpg
1625755088712- 结果：0.007704(T).jpg-0.04.jpg
1625755088764- 结果：0.005068(T).jpg-0.02.jpg
1625756559419- 结果：0.99859(T).jpg-1.0.jpg
1625756559472- 结果：0.996889(T).jpg-1.0.jpg
1625756577187- 结果：0.001164(D).jpg-0.05.jpg
1625756577243- 结果：8.030000000E-4(T).jpg-0.1.jpg
1625756577295- 结果：0.001075(T).jpg-0.11.jpg
1625756577348- 结果：0.001848(T).jpg-0.08.jpg
1625756577400- 结果：0.001843(T).jpg-0.08.jpg
1625756595133- 结果：0.122356(D).jpg-0.4.jpg
1625756595186- 结果：0.551655(T).jpg-0.41.jpg
1625756595237- 结果：0.551655(T).jpg-0.44.jpg
1625756595293- 结果：0.54651(T).jpg-0.5.jpg
1625756595344- 结果：0.509205(T).jpg-0.61.jpg
1625756631579- 结果：0.057239(D).jpg-0.02.jpg
1625756631637- 结果：0.013627(T).jpg-0.05.jpg
1625753944313- 结果：0.051833(T).jpg-0.11.jpg
1625753944368- 结果：0.102831(T).jpg-0.39.jpg
1625753944420- 结果：0.117665(T).jpg-0.37.jpg
1625753944472- 结果：0.117665(T).jpg-0.39.jpg
1625753960254- 结果：0.239546(D).jpg-0.34.jpg
1625753960306- 结果：0.093897(T).jpg-0.34.jpg
1625753960356- 结果：0.054798(T).jpg-0.05.jpg
1625753960406- 结果：0.054798(T).jpg-0.08.jpg
1625753960457- 结果：0.04727(T).jpg-0.33.jpg
1625753976774- 结果：0.028671(D).jpg-0.01.jpg
1625753976838- 结果：0.001083(T).jpg-0.01.jpg
1625753976892- 结果：0.00222(T).jpg-0.0.jpg
1625753976945- 结果：0.00222(T).jpg-0.0.jpg
1625753976999- 结果：0.001111(T).jpg-0.0.jpg
1625755400952- 结果：0.004887(T).jpg-0.03.jpg
1625755410474- 结果：0.919421(D).jpg-0.49.jpg
1625755410530- 结果：0.666502(T).jpg-0.23.jpg
1625755410581- 结果：0.711272(T).jpg-0.34.jpg
1625755410633- 结果：0.711272(T).jpg-0.31.jpg
1625755410685- 结果：0.602253(T).jpg-0.46.jpg
1625755428191- 结果：0.043032(D).jpg-0.18.jpg
1625755428245- 结果：0.023814(T).jpg-0.18.jpg
1625755428299- 结果：0.023814(T).jpg-0.15.jpg
1625755428359- 结果：0.014552(T).jpg-0.08.jpg
1625755428413- 结果：0.021412(T).jpg-0.03.jpg
1625755444789- 结果：0.437527(D).jpg-0.63.jpg
1625755444842- 结果：0.248662(T).jpg-0.32.jpg
1625755444902- 结果：0.248662(T).jpg-0.25.jpg
1625755444955- 结果：0.181768(T).jpg-0.25.jpg
1625755445007- 结果：0.268434(T).jpg-0.28.jpg
1625755462508- 结果：0.159532(D).jpg-0.44.jpg
1625752526849- 结果：0.276605(T).jpg-0.09.jpg
1625752526903- 结果：0.276605(T).jpg-0.08.jpg
1625752526957- 结果：0.353452(T).jpg-0.11.jpg
1625752527012- 结果：0.192491(T).jpg-0.09.jpg
1625752527856- 结果：0.367459(D).jpg-0.03.jpg
1625752527910- 结果：0.056861(T).jpg-0.05.jpg
1625752536537- 结果：0.353207(D).jpg-0.12.jpg
1625752536595- 结果：0.738444(T).jpg-0.12.jpg
1625752536648- 结果：0.788375(T).jpg-0.09.jpg
1625752536701- 结果：0.788375(T).jpg-0.12.jpg
1625752536754- 结果：0.768689(T).jpg-0.15.jpg
1625752550977- 结果：0.780532(D).jpg-0.51.jpg
1625752551035- 结果：0.712837(T).jpg-0.63.jpg
1625752551089- 结果：0.76796(T).jpg-0.33.jpg
1625752607572- 结果：0.368948(D).jpg-0.18.jpg
1625752607622- 结果：0.170157(T).jpg-0.3.jpg
1625752607672- 结果：0.170157(T).jpg-0.53.jpg
1625752607723- 结果：0.218334(T).jpg-0.53.jpg
1625752607772- 结果：0.270195(T).jpg-0.53.jpg
1625752621716- 结果：0.194701(D).jpg-0.28.jpg
1625752622115- 结果：0.040898(D).jpg-0.28.jpg
1625752622170- 结果：0.098162(T).jpg-0.28.jpg
1625752622222- 结果：0.070046(T).jpg-0.28.jpg
1625752622280- 结果：0.070046(T).jpg-0.26.jpg
1625752622332- 结果：0.076917(T).jpg-0.17.jpg
1625752636802- 结果：0.235584(D).jpg-0.03.jpg
1625752636857- 结果：0.233217(T).jpg-0.01.jpg
1625754103701- 结果：0.269151(T).jpg-0.28.jpg
1625754135674- 结果：0.105606(T).jpg-0.08.jpg
1625754135731- 结果：0.06148(D).jpg-0.15.jpg
1625754135784- 结果：0.175138(T).jpg-0.14.jpg
1625754135835- 结果：0.109931(T).jpg-0.14.jpg
1625754135887- 结果：0.088552(T).jpg-0.17.jpg
1625754135941- 结果：0.088552(T).jpg-0.13.jpg
1625754150766- 结果：0.379125(D).jpg-0.2.jpg
1625754150821- 结果：0.176338(T).jpg-0.25.jpg
1625754150872- 结果：0.176338(T).jpg-0.35.jpg
1625754150929- 结果：0.249305(T).jpg-0.31.jpg
1625754150980- 结果：0.307815(T).jpg-0.61.jpg
1625754216284- 结果：0.667985(D).jpg-0.13.jpg
1625754216342- 结果：0.134457(T).jpg-0.14.jpg
1625754216396- 结果：0.134457(T).jpg-0.08.jpg
1625754216451- 结果：0.210409(T).jpg-0.14.jpg
1625754216504- 结果：0.26194(T).jpg-0.05.jpg
1625754248650- 结果：0.155942(D).jpg-0.31.jpg
1625754248900- 结果：0.390317(T).jpg-0.4.jpg
1625754248962- 结果：0.370814(D).jpg-0.47.jpg
1625754249017- 结果：0.121641(T).jpg-0.47.jpg
1625754249077- 结果：0.281102(T).jpg-0.48.jpg
1625754249133- 结果：0.023685(T).jpg-0.02.jpg
1625754249186- 结果：0.124488(T).jpg-0.52.jpg
1625754280093- 结果：0.499738(D).jpg-0.6.jpg
1625754377081- 结果：0.945792(T).jpg-0.11.jpg
1625754377133- 结果：0.945792(T).jpg-0.09.jpg
1625754377185- 结果：0.958977(T).jpg-0.05.jpg
1625754377236- 结果：0.956533(T).jpg-0.22.jpg
1625754393116- 结果：0.659953(D).jpg-0.87.jpg
1625754393178- 结果：0.957367(T).jpg-0.8.jpg
1625754393233- 结果：0.903912(T).jpg-0.85.jpg
1625754393288- 结果：0.897284(T).jpg-0.85.jpg
1625754393342- 结果：0.957656(T).jpg-0.8.jpg
1625754409276- 结果：0.048916(D).jpg-0.14.jpg
1625754409330- 结果：0.461806(T).jpg-0.3.jpg
1625754409381- 结果：0.461806(T).jpg-0.14.jpg
1625754409441- 结果：0.381368(T).jpg-0.2.jpg
1625754409494- 结果：0.511415(T).jpg-0.24.jpg
1625754426025- 结果：0.912738(D).jpg-0.02.jpg
1625754769174- 结果：0.284664(T).jpg-0.04.jpg
1625754802434- 结果：0.559026(D).jpg-0.72.jpg
1625754802487- 结果：0.846988(T).jpg-0.87.jpg
1625754802539- 结果：0.872188(T).jpg-0.87.jpg
1625754802591- 结果：0.872188(T).jpg-0.93.jpg
1625754802644- 结果：0.950851(T).jpg-0.91.jpg
1625754835320- 结果：0.935227(D).jpg-0.96.jpg
1625754835380- 结果：0.976765(T).jpg-0.96.jpg
1625754835434- 结果：0.958499(T).jpg-0.94.jpg
1625754835488- 结果：0.944511(T).jpg-0.95.jpg
1625754835542- 结果：0.9466(T).jpg-0.95.jpg
1625754851921- 结果：0.487586(D).jpg-0.15.jpg
1625754851979- 结果：0.649816(T).jpg-0.21.jpg
1625754852032- 结果：0.649816(T).jpg-0.18.jpg
1625754852085- 结果：0.758516(T).jpg-0.16.jpg
1625754902153- 结果：0.79465(T).jpg-0.71.jpg
1625754934890- 结果：0.528027(D).jpg-0.99.jpg
1625754934943- 结果：0.955884(T).jpg-1.0.jpg
1625754934993- 结果：0.965396(T).jpg-1.0.jpg
1625754935045- 结果：0.965424(T).jpg-0.99.jpg
1625754935095- 结果：0.835938(T).jpg-0.99.jpg
1625754951284- 结果：0.656164(D).jpg-0.83.jpg
1625754951338- 结果：0.841534(T).jpg-0.92.jpg
1625754951392- 结果：0.841534(T).jpg-0.9.jpg
1625754951445- 结果：0.832245(T).jpg-0.94.jpg
1625754951497- 结果：0.838277(T).jpg-0.94.jpg
1625754985008- 结果：0.953601(D).jpg-0.93.jpg
1625754985061- 结果：0.990427(T).jpg-0.98.jpg
1625754985113- 结果：0.990427(T).jpg-0.93.jpg
1625754985165- 结果：0.990673(T).jpg-0.97.jpg
1625754985217- 结果：0.994059(T).jpg-0.97.jpg
1625755001996- 结果：0.791602(D).jpg-0.52.jpg
1625756377240- 结果：0.063058(T).jpg-0.2.jpg
1625756377298- 结果：0.052621(T).jpg-0.19.jpg
1625756377351- 结果：0.038571(T).jpg-0.17.jpg
1625756377402- 结果：0.047387(T).jpg-0.17.jpg
1625756449641- 结果：0.599429(D).jpg-0.84.jpg
1625756449710- 结果：0.637956(T).jpg-0.9.jpg
1625756449765- 结果：0.637936(T).jpg-0.88.jpg
1625756449821- 结果：0.637936(T).jpg-0.82.jpg
1625756449876- 结果：0.750242(T).jpg-0.8.jpg
1625756467685- 结果：0.569191(D).jpg-0.24.jpg
1625756467750- 结果：0.388773(T).jpg-0.32.jpg
1625756467803- 结果：0.423493(T).jpg-0.29.jpg
1625756467855- 结果：0.389957(T).jpg-0.41.jpg
1625756467913- 结果：0.495345(T).jpg-0.41.jpg
1625753297205- 结果：0.232032(D).jpg-0.13.jpg
1625753297269- 结果：0.202358(T).jpg-0.14.jpg
1625753297321- 结果：0.140968(T).jpg-0.08.jpg
1625753297373- 结果：0.140968(T).jpg-0.08.jpg
1625753297424- 结果：0.086702(T).jpg-0.09.jpg
1625753311428- 结果：0.953346(D).jpg-0.98.jpg
1625753311480- 结果：0.927147(T).jpg-0.96.jpg
1625753311530- 结果：0.925511(T).jpg-0.96.jpg
1625753311580- 结果：0.989566(T).jpg-0.99.jpg
1625753311631- 结果：0.989566(T).jpg-0.99.jpg
1625753341858- 结果：0.905276(D).jpg-0.5.jpg
1625753341916- 结果：0.927539(T).jpg-0.5.jpg
1625753341968- 结果：0.930663(T).jpg-0.59.jpg
1625755568862- 结果：0.649645(T).jpg-0.7.jpg
1625755568917- 结果：0.514064(T).jpg-0.7.jpg
1625755568972- 结果：0.500531(T).jpg-0.75.jpg
1625755569027- 结果：0.513583(T).jpg-0.71.jpg
1625755569310- 结果：0.507762(D).jpg-0.7.jpg
1625755569369- 结果：0.537522(T).jpg-0.79.jpg
1625755569423- 结果：0.537598(T).jpg-0.79.jpg
1625755569862- 结果：0.500974(D).jpg-0.8.jpg
1625755569923- 结果：0.423229(T).jpg-0.78.jpg
1625755569980- 结果：0.484603(T).jpg-0.75.jpg
1625755570036- 结果：0.667451(T).jpg-0.7.jpg
1625755570090- 结果：0.537804(T).jpg-0.7.jpg
1625755570382- 结果：0.471648(D).jpg-0.74.jpg
1625753403108- 结果：0.219356(T).jpg-0.12.jpg
1625753403160- 结果：0.138543(T).jpg-0.12.jpg
1625753409209- 结果：0.43971(D).jpg-0.0.jpg
1625753409263- 结果：0.357968(T).jpg-0.05.jpg
1625753417622- 结果：0.88289(D).jpg-0.54.jpg
1625753417676- 结果：0.402085(T).jpg-0.42.jpg
1625753417727- 结果：0.402085(T).jpg-0.42.jpg
1625753417778- 结果：0.369359(T).jpg-0.58.jpg
1625753417829- 结果：0.497677(T).jpg-0.67.jpg
1625753432686- 结果：0.990079(D).jpg-0.61.jpg
1625753432739- 结果：0.945067(T).jpg-0.71.jpg
1625753432790- 结果：0.945067(T).jpg-0.91.jpg
1625753432842- 结果：0.947556(T).jpg-0.88.jpg
1625755866062- 结果：0.994794(T).jpg-0.95.jpg
1625755866116- 结果：0.98905(T).jpg-0.95.jpg
1625755913239- 结果：0.884916(D).jpg-0.68.jpg
1625755913484- 结果：0.778438(D).jpg-0.83.jpg
1625755913544- 结果：0.824764(T).jpg-0.81.jpg
1625755913597- 结果：0.789026(T).jpg-0.74.jpg
1625755913649- 结果：0.719454(T).jpg-0.72.jpg
1625755913699- 结果：0.720551(T).jpg-0.72.jpg
1625755914290- 结果：0.555034(D).jpg-0.14.jpg
1625755914345- 结果：0.393684(T).jpg-0.4.jpg
1625755914397- 结果：0.39087(T).jpg-0.46.jpg
1625755914663- 结果：0.446082(T).jpg-0.47.jpg
1625755914722- 结果：0.41116(D).jpg-0.44.jpg
1625755914775- 结果：0.329962(T).jpg-0.53.jpg
1625755914829- 结果：0.451646(T).jpg-0.53.jpg
