1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625754902099- 结果：0.79465(T).jpg-480 新结果：0.8397424221038818.jpg
1625754902153- 结果：0.79465(T).jpg-480 新结果：0.7000648379325867.jpg
1625754934890- 结果：0.528027(D).jpg-480 新结果：0.9774270057678223.jpg
1625754934943- 结果：0.955884(T).jpg-480 新结果：0.9777055978775024.jpg
1625754934993- 结果：0.965396(T).jpg-480 新结果：0.970024585723877.jpg
1625754935045- 结果：0.965424(T).jpg-480 新结果：0.8747913837432861.jpg
1625754935095- 结果：0.835938(T).jpg-480 新结果：0.8747913837432861.jpg
1625754951284- 结果：0.656164(D).jpg-480 新结果：0.5889766216278076.jpg
1625754951338- 结果：0.841534(T).jpg-480 新结果：0.8134604096412659.jpg
1625754951392- 结果：0.841534(T).jpg-480 新结果：0.8588669300079346.jpg
1625754951445- 结果：0.832245(T).jpg-480 新结果：0.8258824944496155.jpg
1625754951497- 结果：0.838277(T).jpg-480 新结果：0.8258824944496155.jpg
1625754985008- 结果：0.953601(D).jpg-480 新结果：0.9867064952850342.jpg
1625754985061- 结果：0.990427(T).jpg-480 新结果：0.9892623424530029.jpg
1625754985113- 结果：0.990427(T).jpg-480 新结果：0.9917144775390625.jpg
1625754985165- 结果：0.990673(T).jpg-480 新结果：0.9952208995819092.jpg
1625754985217- 结果：0.994059(T).jpg-480 新结果：0.9952208995819092.jpg
1625755001996- 结果：0.791602(D).jpg-480 新结果：0.8923543691635132.jpg
1625755002051- 结果：0.847602(T).jpg-480 新结果：0.8141530752182007.jpg
1625755002104- 结果：0.859533(T).jpg-480 新结果：0.6954061985015869.jpg
1625755002156- 结果：0.618282(T).jpg-480 新结果：0.7316467761993408.jpg
1625755002214- 结果：0.716183(T).jpg-480 新结果：0.7316467761993408.jpg
1625755018409- 结果：0.107137(D).jpg-480 新结果：0.10233550518751144.jpg
1625755018468- 结果：0.10301(T).jpg-480 新结果：0.09573408216238022.jpg
1625755018521- 结果：0.132471(T).jpg-480 新结果：0.092576764523983.jpg
1625755018574- 结果：0.132471(T).jpg-480 新结果：0.17005181312561035.jpg
1625755018628- 结果：0.178626(T).jpg-480 新结果：0.17687083780765533.jpg
1625755034994- 结果：0.154188(D).jpg-480 新结果：0.060332536697387695.jpg
1625755035046- 结果：0.195148(T).jpg-480 新结果：0.18635976314544678.jpg
1625755035094- 结果：0.195148(T).jpg-480 新结果：0.12422992289066315.jpg
1625755035146- 结果：0.142311(T).jpg-480 新结果：0.4113715887069702.jpg
1625755035195- 结果：0.433796(T).jpg-480 新结果：0.4113715887069702.jpg
1625755052054- 结果：0.521665(D).jpg-480 新结果：0.6221969723701477.jpg
1625755052107- 结果：0.737672(T).jpg-480 新结果：0.7089768648147583.jpg
1625755052159- 结果：0.737672(T).jpg-480 新结果：0.8216865062713623.jpg
1625755052211- 结果：0.807223(T).jpg-480 新结果：0.8436095714569092.jpg
1625755052262- 结果：0.858649(T).jpg-480 新结果：0.8436095714569092.jpg
1625755068966- 结果：0.468117(D).jpg-480 新结果：0.2973543405532837.jpg
1625755069023- 结果：0.306772(T).jpg-480 新结果：0.4962073266506195.jpg
1625755069075- 结果：0.578037(T).jpg-480 新结果：0.5120705962181091.jpg
1625755069133- 结果：0.569415(T).jpg-480 新结果：0.5744847655296326.jpg
1625755069185- 结果：0.589647(T).jpg-480 新结果：0.5744847655296326.jpg
1625755074076- 结果：0.220922(D).jpg-480 新结果：0.11618304997682571.jpg
1625755074138- 结果：0.174906(T).jpg-480 新结果：0.17468374967575073.jpg
1625755074361- 结果：0.174906(D).jpg-480 新结果：0.19766856729984283.jpg
1625755074417- 结果：0.170417(T).jpg-480 新结果：0.15423321723937988.jpg
1625755074471- 结果：0.172708(T).jpg-480 新结果：0.15661095082759857.jpg
1625755074533- 结果：0.178767(T).jpg-480 新结果：0.18108466267585754.jpg
1625755074587- 结果：0.200716(T).jpg-480 新结果：0.18108466267585754.jpg
1625755088594- 结果：0.462545(D).jpg-480 新结果：0.018121380358934402.jpg
1625755088658- 结果：0.013904(T).jpg-480 新结果：0.018121380358934402.jpg
1625755088712- 结果：0.007704(T).jpg-480 新结果：0.010782741941511631.jpg
1625755088764- 结果：0.005068(T).jpg-480 新结果：0.005854847840964794.jpg
1625755088818- 结果：0.005068(T).jpg-480 新结果：0.004222962539643049.jpg
1625755105237- 结果：0.288664(D).jpg-480 新结果：0.6592179536819458.jpg
1625755105296- 结果：0.459654(T).jpg-480 新结果：0.48826006054878235.jpg
1625755105348- 结果：0.459654(T).jpg-480 新结果：0.5122691988945007.jpg
1625755105401- 结果：0.595825(T).jpg-480 新结果：0.2708930969238281.jpg
1625755105454- 结果：0.307529(T).jpg-480 新结果：0.2890145778656006.jpg
1625755106579- 结果：0.042034(D).jpg-480 新结果：0.06629220396280289.jpg
1625755106637- 结果：0.041633(T).jpg-480 新结果：0.03978034481406212.jpg
1625755106689- 结果：0.026682(T).jpg-480 新结果：0.030586203560233116.jpg
1625755106743- 结果：0.026682(T).jpg-480 新结果：0.05280300974845886.jpg
1625755106797- 结果：0.044857(T).jpg-480 新结果：0.11542026698589325.jpg
1625755107908- 结果：0.082621(D).jpg-480 新结果：0.10707462579011917.jpg
1625755107964- 结果：0.070412(T).jpg-480 新结果：0.11458376795053482.jpg
1625755108017- 结果：0.070412(T).jpg-480 新结果：0.13851068913936615.jpg
1625755108072- 结果：0.125785(T).jpg-480 新结果：0.10074028372764587.jpg
1625755108126- 结果：0.077908(T).jpg-480 新结果：0.10385023057460785.jpg
1625755108895- 结果：0.117939(D).jpg-480 新结果：0.0793490931391716.jpg
1625755108951- 结果：0.083562(T).jpg-480 新结果：0.13490168750286102.jpg
1625755109006- 结果：0.164662(T).jpg-480 新结果：0.05976121872663498.jpg
1625755109064- 结果：0.065319(T).jpg-480 新结果：0.10439081490039825.jpg
1625755109118- 结果：0.101253(T).jpg-480 新结果：0.07763314247131348.jpg
1625755110763- 结果：0.125036(D).jpg-480 新结果：0.08167655020952225.jpg
1625755110818- 结果：0.095799(T).jpg-480 新结果：0.11290355771780014.jpg
1625755110872- 结果：0.095799(T).jpg-480 新结果：0.1372285783290863.jpg
1625755110926- 结果：0.136331(T).jpg-480 新结果：0.07327375560998917.jpg
1625755110980- 结果：0.124809(T).jpg-480 新结果：0.10939773917198181.jpg
1625755121775- 结果：0.558798(T).jpg-480 新结果：0.6629919409751892.jpg
1625755121830- 结果：0.525381(D).jpg-480 新结果：0.6600713729858398.jpg
1625755121881- 结果：0.82436(T).jpg-480 新结果：0.8346261978149414.jpg
1625755121936- 结果：0.82436(T).jpg-480 新结果：0.9152423143386841.jpg
1625755121990- 结果：0.905281(T).jpg-480 新结果：0.982783317565918.jpg
1625755122042- 结果：0.98136(T).jpg-480 新结果：0.982783317565918.jpg
1625755139017- 结果：0.007385(D).jpg-480 新结果：0.0011750261764973402.jpg
1625755139073- 结果：0.001201(T).jpg-480 新结果：0.0010181850520893931.jpg
1625755139124- 结果：0.00122(T).jpg-480 新结果：0.0012989207170903683.jpg
1625755139176- 结果：0.001055(T).jpg-480 新结果：0.0012989207170903683.jpg
1625755139227- 结果：6.460000000E-4(T).jpg-480 新结果：6.0105638112872840000000E-4.jpg
1625755156227- 结果：0.78672(D).jpg-480 新结果：0.5324098467826843.jpg
1625755156461- 结果：0.440146(D).jpg-480 新结果：0.27760761976242065.jpg
1625755156515- 结果：0.337696(T).jpg-480 新结果：0.33439165353775024.jpg
1625755156568- 结果：0.354834(T).jpg-480 新结果：0.33439165353775024.jpg
1625755156619- 结果：0.287041(T).jpg-480 新结果：0.3316363990306854.jpg
1625755156672- 结果：0.051552(T).jpg-480 新结果：0.06196825951337814.jpg
1625755190060- 结果：0.010538(D).jpg-480 新结果：0.09736756235361099.jpg
1625755190116- 结果：0.115133(T).jpg-480 新结果：0.13519497215747833.jpg
1625755190170- 结果：0.141701(T).jpg-480 新结果：0.04103870689868927.jpg
1625755190222- 结果：0.060988(T).jpg-480 新结果：0.04103870689868927.jpg
1625755190273- 结果：0.045541(T).jpg-480 新结果：0.04539526253938675.jpg
1625755206549- 结果：0.986073(D).jpg-480 新结果：0.743032693862915.jpg
1625755206604- 结果：0.640919(T).jpg-480 新结果：0.5521222352981567.jpg
1625755206836- 结果：0.640919(D).jpg-480 新结果：0.8834113478660583.jpg
1625755206891- 结果：0.896505(T).jpg-480 新结果：0.9792891144752502.jpg
1625755206943- 结果：0.952324(T).jpg-480 新结果：0.9792891144752502.jpg
1625755206994- 结果：0.947465(T).jpg-480 新结果：0.9436144232749939.jpg
1625755207048- 结果：0.947465(T).jpg-480 新结果：0.9598433971405029.jpg
1625755208822- 结果：0.883804(D).jpg-480 新结果：0.9055384397506714.jpg
1625755208883- 结果：0.805617(T).jpg-480 新结果：0.9019339084625244.jpg
1625755208938- 结果：0.867719(T).jpg-480 新结果：0.9019339084625244.jpg
1625755208991- 结果：0.840529(T).jpg-480 新结果：0.8783249855041504.jpg
1625755209043- 结果：0.840529(T).jpg-480 新结果：0.9654371738433838.jpg
1625755210423- 结果：0.907265(D).jpg-480 新结果：0.923912525177002.jpg
1625755210484- 结果：0.952247(T).jpg-480 新结果：0.95619797706604.jpg
1625755210537- 结果：0.902104(T).jpg-480 新结果：0.95619797706604.jpg
1625755210592- 结果：0.888992(T).jpg-480 新结果：0.9281644821166992.jpg
1625755210646- 结果：0.888992(T).jpg-480 新结果：0.8764030337333679.jpg
1625755212279- 结果：0.888589(D).jpg-480 新结果：0.9526687264442444.jpg
1625755212338- 结果：0.942815(T).jpg-480 新结果：0.9526687264442444.jpg
1625755212392- 结果：0.931936(T).jpg-480 新结果：0.9291800260543823.jpg
1625755212446- 结果：0.931936(T).jpg-480 新结果：0.9549064636230469.jpg
1625755212502- 结果：0.905336(T).jpg-480 新结果：0.9042397737503052.jpg
1625755213555- 结果：0.940669(D).jpg-480 新结果：0.9415594339370728.jpg
1625755213619- 结果：0.937087(T).jpg-480 新结果：0.8925029039382935.jpg
1625755213674- 结果：0.868777(T).jpg-480 新结果：0.8925029039382935.jpg
1625755213729- 结果：0.965304(T).jpg-480 新结果：0.918529748916626.jpg
1625755213783- 结果：0.965304(T).jpg-480 新结果：0.9390013217926025.jpg
1625755223959- 结果：0.611174(D).jpg-480 新结果：0.977675199508667.jpg
1625755224018- 结果：0.980829(T).jpg-480 新结果：0.9834485054016113.jpg
1625755224073- 结果：0.992142(T).jpg-480 新结果：0.9834485054016113.jpg
1625755224124- 结果：0.992269(T).jpg-480 新结果：0.9901072382926941.jpg
1625755224175- 结果：0.992269(T).jpg-480 新结果：0.9858808517456055.jpg
1625755240718- 结果：0.865924(D).jpg-480 新结果：0.9828641414642334.jpg
1625755240773- 结果：0.974257(T).jpg-480 新结果：0.9775103330612183.jpg
1625755240827- 结果：0.978356(T).jpg-480 新结果：0.971777081489563.jpg
1625755240880- 结果：0.971073(T).jpg-480 新结果：0.9557569622993469.jpg
1625755240932- 结果：0.964551(T).jpg-480 新结果：0.9557569622993469.jpg
1625755257290- 结果：0.789891(D).jpg-480 新结果：0.6441750526428223.jpg
1625755257346- 结果：0.674855(T).jpg-480 新结果：0.48365461826324463.jpg
1625755257399- 结果：0.485865(T).jpg-480 新结果：0.48365461826324463.jpg
1625755257451- 结果：0.520319(T).jpg-480 新结果：0.5131869316101074.jpg
1625755257502- 结果：0.405806(T).jpg-480 新结果：0.4391483664512634.jpg
1625755291089- 结果：0.961394(D).jpg-480 新结果：0.301364004611969.jpg
1625755291142- 结果：0.320519(T).jpg-480 新结果：0.7180914878845215.jpg
1625755291192- 结果：0.590993(T).jpg-480 新结果：0.9061307311058044.jpg
1625755291252- 结果：0.925251(T).jpg-480 新结果：0.9061307311058044.jpg
1625755291305- 结果：0.944925(T).jpg-480 新结果：0.9542436599731445.jpg
1625755308953- 结果：0.121324(D).jpg-480 新结果：0.008474411442875862.jpg
1625755309016- 结果：0.018805(T).jpg-480 新结果：0.009685605764389038.jpg
1625755309071- 结果：0.021015(T).jpg-480 新结果：0.008337805047631264.jpg
1625755309123- 结果：0.009219(T).jpg-480 新结果：0.010972759686410427.jpg
1625755309174- 结果：0.013036(T).jpg-480 新结果：0.010972759686410427.jpg
1625755325952- 结果：0.047804(D).jpg-480 新结果：0.04312703758478165.jpg
1625755326006- 结果：0.052618(T).jpg-480 新结果：0.07277052104473114.jpg
1625755326060- 结果：0.085875(T).jpg-480 新结果：0.08084077388048172.jpg
1625755326112- 结果：0.089442(T).jpg-480 新结果：0.0760609358549118.jpg
1625755326167- 结果：0.074922(T).jpg-480 新结果：0.0760609358549118.jpg
1625755359625- 结果：0.71204(D).jpg-480 新结果：0.7121856808662415.jpg
1625755359861- 结果：0.704346(D).jpg-480 新结果：0.9640505909919739.jpg
1625755359921- 结果：0.742092(T).jpg-480 新结果：0.9167245626449585.jpg
1625755359978- 结果：0.958498(T).jpg-480 新结果：0.9339207410812378.jpg
1625755360034- 结果：0.847621(T).jpg-480 新结果：0.9858529567718506.jpg
1625755360087- 结果：0.942002(T).jpg-480 新结果：0.9858529567718506.jpg
1625755376816- 结果：0.107701(D).jpg-480 新结果：0.06696146726608276.jpg
1625755376874- 结果：0.082768(T).jpg-480 新结果：0.0808333232998848.jpg
1625755376926- 结果：0.082768(T).jpg-480 新结果：0.09817148745059967.jpg
1625755376980- 结果：0.132313(T).jpg-480 新结果：0.15169893205165863.jpg
1625755377033- 结果：0.146245(T).jpg-480 新结果：0.13811205327510834.jpg
1625755394199- 结果：0.352624(D).jpg-480 新结果：0.0241988692432642.jpg
1625755394256- 结果：0.016594(T).jpg-480 新结果：0.016774935647845268.jpg
1625755394311- 结果：0.016594(T).jpg-480 新结果：0.016077838838100433.jpg
1625755394364- 结果：0.014938(T).jpg-480 新结果：0.007180535700172186.jpg
1625755394425- 结果：0.007586(T).jpg-480 新结果：0.010895893909037113.jpg
1625755396199- 结果：0.001232(D).jpg-480 新结果：0.0013752153608947992.jpg
1625755396256- 结果：0.001753(T).jpg-480 新结果：0.0016850446118041873.jpg
1625755396309- 结果：0.001733(T).jpg-480 新结果：0.001926895696669817.jpg
1625755396368- 结果：0.002218(T).jpg-480 新结果：0.0018312273314222693.jpg
1625755396421- 结果：0.002226(T).jpg-480 新结果：0.0018183344509452581.jpg
1625755396845- 结果：0.002442(D).jpg-480 新结果：0.0013677466195076704.jpg
1625755396898- 结果：0.001682(T).jpg-480 新结果：0.0013391274260357022.jpg
1625755396951- 结果：0.001922(T).jpg-480 新结果：0.0013391274260357022.jpg
1625755397003- 结果：0.003563(T).jpg-480 新结果：0.0033192189875990152.jpg
1625755397058- 结果：0.003563(T).jpg-480 新结果：0.0017527035670354962.jpg
1625755398210- 结果：0.002922(D).jpg-480 新结果：0.0038455543108284473.jpg
1625755398442- 结果：0.004327(D).jpg-480 新结果：0.0023147757165133953.jpg
1625755398503- 结果：0.003418(T).jpg-480 新结果：0.0035996835213154554.jpg
1625755398557- 结果：0.002309(T).jpg-480 新结果：0.0015153178246691823.jpg
1625755398610- 结果：0.001664(T).jpg-480 新结果：0.0015153178246691823.jpg
1625755398664- 结果：0.003796(T).jpg-480 新结果：0.0033060801215469837.jpg
1625755400730- 结果：0.003712(D).jpg-480 新结果：0.0034879716113209724.jpg
1625755400789- 结果：0.003204(T).jpg-480 新结果：0.002773894229903817.jpg
1625755400845- 结果：0.003204(T).jpg-480 新结果：0.003460543230175972.jpg
1625755400899- 结果：0.002752(T).jpg-480 新结果：0.006427345331758261.jpg
1625755400952- 结果：0.004887(T).jpg-480 新结果：0.004092989955097437.jpg
1625755410474- 结果：0.919421(D).jpg-480 新结果：0.9153205752372742.jpg
1625755410530- 结果：0.666502(T).jpg-480 新结果：0.8388774394989014.jpg
1625755410581- 结果：0.711272(T).jpg-480 新结果：0.7368835806846619.jpg
1625755410633- 结果：0.711272(T).jpg-480 新结果：0.6341995000839233.jpg
1625755410685- 结果：0.602253(T).jpg-480 新结果：0.608356237411499.jpg
1625755428191- 结果：0.043032(D).jpg-480 新结果：0.009308269247412682.jpg
1625755428245- 结果：0.023814(T).jpg-480 新结果：0.013844149187207222.jpg
1625755428299- 结果：0.023814(T).jpg-480 新结果：0.020975474268198013.jpg
1625755428359- 结果：0.014552(T).jpg-480 新结果：0.024009309709072113.jpg
1625755428413- 结果：0.021412(T).jpg-480 新结果：0.016656922176480293.jpg
1625755444842- 结果：0.248662(T).jpg-480 新结果：0.2558708190917969.jpg
1625755444902- 结果：0.248662(T).jpg-480 新结果：0.17626523971557617.jpg
1625755444955- 结果：0.181768(T).jpg-480 新结果：0.2689456343650818.jpg
1625755445007- 结果：0.268434(T).jpg-480 新结果：0.15339979529380798.jpg
1625755462508- 结果：0.159532(D).jpg-480 新结果：0.3044356107711792.jpg
1625755462565- 结果：0.40009(T).jpg-480 新结果：0.28880774974823.jpg
1625755462618- 结果：0.40009(T).jpg-480 新结果：0.4156017303466797.jpg
1625755462672- 结果：0.467452(T).jpg-480 新结果：0.5513172149658203.jpg
1625755462726- 结果：0.588611(T).jpg-480 新结果：0.5513172149658203.jpg
1625755479135- 结果：0.173054(D).jpg-480 新结果：0.2051491141319275.jpg
1625755479188- 结果：0.115323(T).jpg-480 新结果：0.15532098710536957.jpg
1625755479239- 结果：0.143162(T).jpg-480 新结果：0.15532098710536957.jpg
1625755479292- 结果：0.111031(T).jpg-480 新结果：0.07309047877788544.jpg
